
key = model_output

indiv_var_parts

key = indiv_var_parts

key = comm

,"(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(1, 10)","(1, 11)","(1, 12)","(1, 13)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(2, 10)","(2, 11)","(2, 12)","(2, 13)","(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 9)","(3, 10)","(3, 11)","(3, 12)","(3, 13)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(4, 12)","(4, 13)","(5, 5)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 12)","(5, 13)","(6, 6)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(7, 7)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 12)","(7, 13)","(8, 8)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(9, 9)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(10, 10)","(10, 11)","(10, 12)","(10, 13)","(11, 11)","(11, 12)","(11, 13)","(12, 12)","(12, 13)","(13, 13)",pred_err 
XLY,4.917569138796889e-07,-7.251705915656334e-08,8.854233518793784e-08,8.690123692826834e-07,9.273954559924645e-08,-4.67129136221281e-08,-1.499260946923977e-07,1.5570652270040945e-07,7.704776280105741e-08,-2.2469097744088317e-07,1.0358825569246156e-06,1.4168769311699707e-06,-5.995182091149525e-07,3.5578717092521326e-08,2.085793309496093e-07,-1.5271512753557143e-08,-1.878939402818763e-08,6.145144694946233e-08,-6.642018531437755e-08,-3.321024362495204e-08,-3.3281796412545406e-08,1.386765265387585e-07,3.770428161961746e-08,-2.2969191945014808e-07,2.66743893654262e-07,1.989930074542184e-06,1.1618049517400037e-06,-2.8845287347193505e-08,4.775499864630594e-07,-8.154726705766933e-07,-6.324604481184233e-08,-1.8135562417501587e-07,8.995498344931665e-07,1.8828411152441206e-06,7.028856405471381e-08,1.4803901373543784e-06,2.047692647162056e-06,1.40690606697644e-07,1.6494693373930052e-07,-6.665088856865453e-07,2.2866914391657674e-07,3.672734224867747e-08,8.167326345957138e-08,2.69449488348543e-06,2.409716334805407e-06,-2.5051686751925614e-07,1.854034654124358e-08,-2.002146318521647e-08,-1.008273329298831e-08,3.147043334503774e-08,1.9034554186525795e-08,-6.406163847429348e-08,1.5621799810026622e-07,2.7147047509428537e-07,-1.4970770527043766e-07,1.2407227832672896e-07,-1.798675480039739e-07,-3.7262737366220994e-08,-5.538066042157408e-08,2.5275666278767866e-07,3.1920527503711425e-07,-1.8009230777000583e-07,4.4796933434541344e-07,3.60654244465784e-07,-1.1010630488873623e-08,5.449063973698828e-08,-3.0696706029189754e-07,-9.933892504209627e-07,-3.581500781145748e-07,-4.516550538721256e-07,5.35228949089646e-08,3.342365395174227e-08,-1.1461252835808804e-07,2.4955286172012577e-07,4.5717683831836706e-07,-2.6327538666267935e-07,3.1379902963241794e-08,-1.28171302345908e-07,-5.4669778373433035e-09,2.402734555474629e-07,-2.5101874084605946e-07,5.502922809145128e-07,3.3447518316364577e-07,-7.354047065992932e-07,1.0302884316939014e-06,3.639801943594038e-06,2.8258143998818015e-06,1.0203953462765277e-07,4.099688463684538e-06,-1.8760804860613524e-06,2.008920366781236e-06,0.00033014854393311686
XLP,7.431388206443399e-08,-3.0527289687269294e-08,5.426219077080422e-08,8.54035549069606e-08,-5.662053898057001e-08,1.0100259045567126e-07,1.0070084274349208e-07,-5.30511708967855e-08,8.777264636411703e-08,9.532589360948244e-08,-8.299009016249767e-08,1.7472856308288242e-07,2.0392820326542018e-07,6.864639088183131e-08,1.1486910107548284e-07,-4.6371937922003783e-08,8.462053385738024e-08,1.825971907114011e-07,-2.933822531387133e-08,9.571280070641252e-08,1.1414455415431662e-07,-5.140414342369514e-08,1.6661059908879387e-07,2.1631410460135344e-07,-5.5440956566820015e-08,3.749264865551595e-07,3.476170316366768e-08,1.0866385727101907e-07,6.215642483490504e-07,1.0293474170345864e-07,1.4197121023920032e-07,4.312759790107437e-07,3.966913197294437e-08,2.633646693998901e-07,8.318608235697912e-07,2.1816111578543122e-07,1.0041960375209527e-07,-7.741644515890952e-08,7.098613302419377e-08,1.1330791054337377e-07,-7.584133479545659e-08,7.064882141717257e-08,1.1201502994763115e-07,-1.220387396213022e-07,1.4283603690327042e-07,2.2865952047281683e-07,1.1024884989422338e-07,1.6812275666611025e-07,-6.356983569688027e-08,1.2126416125959503e-07,9.739458407789357e-08,-8.602217069526296e-08,2.0816303614399042e-07,1.8194783868212284e-07,-1.2439101772909126e-07,1.0322832373009056e-06,1.8490796008397013e-07,2.2313274949592218e-07,7.191958874190182e-07,8.065277633859877e-08,4.164870700400525e-07,1.3881135625747129e-06,3.903175934605135e-07,1.3903591971322236e-07,-5.604066993730823e-08,1.5113978297807113e-07,1.2654841477677357e-07,-8.404711614823046e-08,2.985336019321322e-07,2.824116192403491e-07,1.352619511423591e-07,1.3523054720428367e-07,-8.418451695763397e-08,2.3383939695005636e-07,2.548250128798311e-07,-1.0825480739194102e-07,5.057676390849517e-07,7.980828141931002e-08,2.5674426455520873e-07,9.77614432454744e-07,3.167037726710889e-07,1.249515770228695e-07,-1.3537805868991703e-07,1.6125571698217795e-07,2.554050365676073e-07,4.056814892496484e-07,4.853239541402416e-07,-1.6082231360502092e-07,1.8900972550793992e-06,6.249502127201962e-07,5.739141774996317e-07,7.003756377898956e-05
XLE,5.177233881442165e-11,4.7935775066852306e-11,-1.2190338664856282e-09,6.447108517976879e-09,-1.0778388797894609e-08,-1.4466839609245146e-09,-1.146816661709592e-09,-6.396629154164961e-09,1.811493681812972e-09,2.297326778519734e-10,3.449119654035477e-12,2.914811104016956e-11,-6.72601297001011e-09,6.678741600961965e-08,-1.5971637936417943e-07,2.086171810714611e-07,-1.7846089351256725e-07,6.748820823346495e-08,1.8377126735697153e-07,1.4765794888830988e-08,-7.1347054166246894e-09,2.0757996089900284e-08,1.1782902249120702e-09,1.4130664875535053e-07,-6.649506343500864e-08,4.0552257620179747e-07,-6.333140974443165e-07,6.541155867178077e-07,-1.2947732688942439e-07,-4.1217771727143616e-07,1.0145774044452921e-07,-2.1715474864797496e-08,-5.422681928036024e-08,-2.873352686651396e-09,-3.363799970769426e-07,3.0157216989120725e-07,1.4181332225435252e-06,-1.853761137739313e-06,2.882460488327572e-08,4.1838671515109546e-07,-7.337448175203659e-07,1.9882656119013418e-07,9.098857703777606e-08,3.997387184884459e-09,4.3258864532867075e-07,-1.0205637942443419e-06,2.669234811658932e-06,1.2743891560812057e-07,-2.278254953163353e-07,1.2794782606522314e-06,-3.5488730017983867e-07,-9.96906493653737e-08,-3.6843941350800474e-09,-3.6270433907385794e-07,1.5524111901087718e-06,1.1140240773956841e-07,2.2265189072498265e-07,2.0007676913942174e-07,-5.970609251296662e-08,1.4767537414904994e-08,1.1154203232899387e-09,1.4487790283629527e-07,1.2579633968400913e-07,5.372660928735192e-07,1.9898557151772195e-07,-6.452983454254865e-08,5.180772149107721e-08,3.1778218577622685e-09,3.9060352902094353e-07,-1.7911291839551192e-08,7.967356976923734e-07,-2.2654697891708932e-07,-2.201572416007115e-08,-6.190326492753703e-11,4.0191261318042144e-08,8.123380883840201e-07,6.454687497001281e-08,5.32569927693918e-09,-3.446251189450776e-11,-1.763301164177782e-08,-2.2738353282430397e-07,7.343795516761508e-09,3.7703114011043265e-10,4.3618992896555786e-08,-4.8397702480756696e-08,2.0918868195590345e-11,2.4893515232948714e-09,-1.5091792811752064e-09,2.990729827228468e-07,-1.3135918301222635e-07,9.282314152269871e-07,0.0003306198389550845
XLF,4.96050451302454e-08,-3.4216781837831146e-08,8.998138930671939e-08,2.596722675450888e-08,-1.8259319769594225e-08,7.448081959572904e-08,-1.0999625410940367e-08,1.1328336375983169e-08,1.0414262787380294e-07,-1.5851561335751503e-08,2.4023150426510445e-08,2.0503771066287943e-07,-1.041921512759656e-07,8.649896050077126e-08,8.666353034736299e-08,-2.4727732765963055e-08,1.4846633139608373e-07,3.315952135823473e-08,1.3856351850615334e-08,9.558625291559645e-08,-5.0970511521253296e-08,2.9436074541763332e-08,3.1657451153819053e-07,-1.0084259725453943e-07,2.3047490289343078e-07,5.149255447551861e-07,3.098582181916755e-08,2.8817185409818644e-07,3.35004471542999e-07,-5.128646090602507e-09,2.6505880840244847e-07,2.3825046186857242e-07,1.4997237034159692e-08,8.313619905312042e-07,4.6791030070348753e-07,1.860509898389135e-07,1.4331937450918256e-08,-2.4282379829600798e-08,2.982833897867433e-08,-6.437431213505655e-09,-5.2750573078185585e-09,5.225540644041166e-08,-1.030296944148957e-08,-2.3526402470717736e-08,1.0293451011036997e-07,-7.173002094832078e-08,3.0023420509649843e-07,1.551994029995449e-07,1.7591327845258198e-08,2.1919845436391014e-07,6.739827072724754e-09,4.580322056570991e-08,7.108270057403732e-07,1.2208767330485583e-08,3.8097500406288695e-07,2.2544920843631687e-07,-8.089971524884343e-09,1.5598256601518753e-07,1.8441153499408618e-07,1.066406357845979e-09,4.838279500403031e-07,3.624125031235799e-07,5.672773263792875e-08,3.0639376475360702e-09,7.794025405205974e-09,-2.1013332765091236e-08,5.359094401037229e-09,2.7877932622598285e-08,-4.142033398079406e-08,3.891229091270823e-08,1.7257410766728434e-07,5.8085266719892004e-08,2.67965559486829e-08,5.531669246618094e-07,1.1355200251261398e-07,2.3694702212743675e-07,2.2556272705367755e-07,-2.714149624138272e-08,1.6095305316722363e-07,4.4392869826371505e-07,-1.6612905088696e-07,1.0508036408547073e-08,9.032238006258923e-08,-5.3581062096583225e-08,7.995086965092911e-08,1.7762050158314712e-06,3.142862215363729e-07,7.896230166035212e-07,8.736972186227388e-07,-3.283157841530796e-07,6.18797528386098e-07,0.00014273680967730865
XLV,1.1362735818372044e-07,-4.636777564078576e-08,2.502467300158668e-07,2.1895623500900888e-07,-1.213478813197154e-07,2.9833677544144484e-07,-8.541142050377957e-08,6.60045254028922e-08,2.498210586522872e-07,1.5988742655296206e-08,-2.0801081238314485e-08,3.8128563640456273e-07,-1.5444887396149706e-07,7.486351876751279e-07,8.803438776924881e-07,-1.6963225395129874e-07,7.262612381695345e-07,9.416757085312756e-07,8.796114138266578e-08,8.364147550837111e-07,1.2028818337257237e-07,-5.823092650898722e-08,6.864480487481178e-07,5.79180063152373e-07,1.7432782260745475e-07,1.8738825236844784e-06,3.7412699352719143e-07,6.438934436860699e-07,2.0887896375481013e-06,-1.166034917365456e-07,1.3077483645621382e-06,8.49398343623298e-07,-3.4403005434836856e-08,8.66970545372493e-07,1.828992956910091e-06,-1.902965558969734e-07,4.307542988548425e-07,-3.0828862372875416e-07,4.5788819459331587e-07,-1.7042790961491313e-07,3.220299634466435e-08,4.569470990800078e-07,3.649852372322363e-08,-1.1467207436981906e-07,6.538856481308032e-07,-3.0986341373690574e-07,7.572101931604934e-07,6.676150449529456e-07,1.4046704899895723e-07,7.301881119568322e-07,-6.06952106102515e-08,-6.502808996806359e-08,6.509601297777272e-07,2.7424028146415935e-07,2.6816553951223504e-07,2.3330311075193843e-06,-1.4685998183136108e-07,1.4314648148493306e-06,9.797839829645035e-07,-3.33725650238168e-08,9.333811568293126e-07,2.071879824337942e-06,-2.433152597754243e-07,6.806713436962226e-08,1.321887697431021e-08,-1.716117970934122e-07,-1.578152936239555e-08,6.497658145393507e-08,-2.331293739049565e-07,1.241965255201299e-07,1.0597985324482504e-06,4.080481006480081e-07,-5.1887972051217785e-08,7.900339857243035e-07,1.090815533005253e-06,4.1968049907339186e-08,6.169367129929076e-07,1.9405795922864183e-08,1.6073751773086877e-07,1.0620668401427043e-06,-3.0567449147314667e-07,5.91364759638673e-09,-5.0966161881895324e-08,1.5867549463001153e-09,-2.9619518051244638e-08,6.336841455894791e-07,6.128583164708769e-07,1.3168211569687248e-07,2.0192970143791326e-06,-4.061921006297224e-07,2.2691255742944395e-07,0.00012341713976909212
XLI,1.8234142633908758e-07,2.0719671765178445e-07,1.974267020971816e-07,7.631374658481219e-08,2.2101086235891355e-08,-4.1950626645588167e-08,3.47768767132328e-08,5.394350460034403e-08,2.1416548740792665e-07,2.663169547992809e-07,4.033729627410241e-07,2.743858110436704e-07,1.62272781057651e-07,2.8497514084715386e-07,2.3838378276907196e-07,5.3879084564171485e-08,4.390968763136222e-08,5.145467206450322e-08,2.20205879035606e-08,2.2929445546892194e-07,2.5061489928483984e-07,4.0205007512676514e-07,5.7565784087121e-07,1.9529470858489542e-07,3.1903357379443015e-07,2.1774254416498818e-07,7.331640482398717e-08,2.9259056868472544e-08,-1.7315083642909028e-08,3.2692848958872655e-08,1.0604147451491578e-07,2.3394104536543576e-07,3.1654289730904667e-07,4.7000448128838523e-07,2.640547975201003e-07,2.1387475556210066e-07,5.370687222018129e-08,-3.210198014718096e-09,-8.326697303642494e-08,2.6153598190701568e-08,-8.879038831448508e-08,8.482265547153314e-08,4.5545818963323495e-08,9.106091049247748e-08,1.9206035438432553e-07,-2.13398986484684e-08,9.810893276226197e-09,3.252752404618585e-08,-2.4239084594802182e-09,7.028471219258996e-08,2.8711709719671223e-08,7.000836875412472e-08,9.340104126660204e-08,-1.0945518640135266e-08,7.075786794525716e-08,2.080058972950532e-07,-4.301347710131913e-08,3.2376662608048394e-07,-3.475217943257294e-08,1.376988461210236e-07,1.4192499337198513e-07,-2.962391188144408e-07,2.3209421290909411e-07,1.2813003492511559e-08,-4.9051915436956634e-08,3.8283476847758264e-08,1.5671985944746163e-08,3.550001304685855e-08,9.347968074490034e-08,-1.6608658849787025e-08,5.857219350319845e-07,8.796736463472865e-08,4.160060900442746e-07,5.171564100640056e-07,-3.1391191189892847e-07,5.046407639691184e-07,2.526067146748149e-07,3.2736237894660266e-07,4.909563738846697e-07,3.0520993202445134e-07,2.1031711038159146e-07,5.885528459951516e-07,8.24597615518966e-07,1.6691658428836761e-07,5.072689049586793e-07,1.1701060923237757e-06,3.311332586221149e-07,6.778111884480833e-07,6.868538953811139e-07,-7.245292474065425e-08,5.103804408373303e-07,0.000144932848281384
XLB,1.8468265689485825e-09,1.7327113084123136e-09,-1.3515064698260015e-09,-1.3210313735282374e-09,-2.8911443026735087e-09,1.2735791000082536e-08,1.3349943472069763e-08,2.7409903700305024e-08,-2.059596335902141e-08,-1.857469717642633e-08,-3.548714377827435e-08,-1.815395288266851e-08,-2.5942160633398426e-08,1.56487877297762e-08,2.2801672273984755e-09,-3.297723856370163e-08,2.0962702792493275e-08,1.3875160481690456e-07,4.3451116913148124e-08,1.8555392166501142e-07,-5.370026903799362e-09,1.0631399494209416e-08,5.136118649695845e-08,-7.790790804563187e-08,1.0753542632798863e-07,1.886795450290644e-09,-7.063642884428269e-09,8.106086817951008e-09,2.2763854315983908e-08,-1.9445023847734375e-09,2.0383911636597502e-08,1.8602608926210618e-08,2.069233782984648e-08,4.738920036657979e-08,-2.117842197254905e-09,5.235164794098441e-08,7.277549442816379e-08,-5.1514808518664194e-08,-2.9609587241570055e-07,-7.954251907387214e-08,-3.813584182753983e-07,-1.6847546373946822e-08,-5.0216578337282316e-08,-1.6621262759281925e-07,1.507622137197454e-07,-2.7990849643198555e-07,4.449672532925767e-08,1.9414306255545695e-07,3.131345032514732e-08,2.2694393435564684e-07,5.579959656065233e-08,7.644887080538791e-08,1.984775491333507e-07,-7.435674395586093e-08,2.6325489043860635e-07,1.234426984441337e-06,3.717074103506063e-07,1.6343349806532233e-06,-1.585924474729457e-08,1.2562294099829144e-07,5.20768321882902e-07,-6.756523188876988e-07,1.0135640662640333e-06,1.6470429597680658e-07,5.506343511015035e-07,-1.1810760703539398e-07,-7.238999770946248e-08,-6.982585898346838e-08,-2.654801676280518e-07,1.0330582293719459e-07,2.2286591245458957e-06,-1.466357468605407e-07,4.4134459605880564e-08,4.3822910025044106e-07,-9.633035251789746e-07,1.1181012229539936e-06,2.4357172916383526e-07,2.3506522002044811e-07,4.799896242356252e-07,1.4188182945542533e-07,4.2052709665253684e-07,2.4295833928524704e-07,5.263006707118422e-07,6.078188800213296e-08,5.247795469792521e-07,1.1929455757343878e-06,-1.8665476248985422e-08,1.2945910255147815e-06,4.427166031161804e-07,-3.1747284752338817e-07,1.6045649995852183e-06,0.00018738841307900972
XLRE,1.00124327928122e-08,3.974997946130691e-09,-6.493777104964594e-09,1.604564574761345e-08,2.2319663222380426e-08,1.3318220815547819e-08,1.0649474171334318e-08,3.660488713814085e-08,7.92298681326914e-08,1.0853696564565661e-07,1.911282448332219e-08,-6.388865605758877e-09,3.3489145472712134e-08,2.7468100652786095e-09,-6.459465613330676e-09,-2.580831403297874e-10,6.939680122609734e-09,4.971463309501994e-09,1.0217227131791932e-08,1.827134599502257e-08,3.8238673429593956e-08,5.188972734676983e-08,1.1580609688965559e-08,-1.796878727159145e-08,-2.3113984326145556e-08,1.7102144872356406e-08,1.1606451983594284e-08,-8.094868115372429e-09,-7.588508010345122e-09,-2.6798017478765513e-08,-3.615836808475194e-08,-7.391624955663326e-08,-9.961916051803297e-08,-2.5656148080880264e-08,5.539592715144402e-08,9.919875802393998e-08,6.330649529274927e-08,4.666582158105246e-08,2.3135325662278378e-08,-1.6901663612166017e-08,3.7456487510195626e-08,8.849679411362941e-08,1.240301184327651e-07,7.98522517669802e-09,7.72855078193815e-08,2.6016329039500925e-07,5.2913606588836003e-08,3.020833637755242e-08,1.389329320864408e-08,7.54525325392919e-08,1.6546601964203607e-07,2.274830144522757e-07,3.6042198999649725e-08,1.1128832230122169e-08,1.3451096167229108e-07,1.7800890992569225e-08,1.2546421883754882e-08,4.76798538703532e-08,1.0355507288601159e-07,1.4199344596414062e-07,2.4343874689071248e-08,-4.32623261991649e-09,5.43892249130203e-08,4.202064490142532e-08,5.80950996909474e-08,1.1903659499069781e-07,1.6053956273817148e-07,4.079035402948301e-08,-8.588194950479781e-08,-1.5096806343996768e-07,1.4578725520871191e-07,3.1136325919675434e-07,4.2495785388512493e-07,8.264897773584566e-08,-7.272906082678241e-08,5.952345244554189e-09,6.663358167679062e-07,9.099490816121928e-07,1.7441872333105253e-07,-1.4013507002815786e-07,5.36619617767347e-08,1.2428236857329571e-06,2.3725046912087686e-07,-1.8545560813362217e-07,8.888312737384777e-08,5.0125013723393435e-08,-6.491778058733558e-08,-6.045862473355151e-08,2.0785498919915e-07,4.594022604666569e-07,1.2462908016701443e-06,0.00024124556993236992
XLK,6.058717384055236e-06,-1.3654919121248029e-06,8.773615681073554e-07,-7.821849783215214e-08,1.7578685703858002e-08,6.294883343119467e-06,5.246028906888347e-06,-6.228359147820442e-07,3.4239957744192477e-07,9.535620964284924e-07,-1.4906656937617689e-06,5.865072671891155e-06,3.1466264232532194e-07,7.37694048204478e-07,9.17812898825927e-07,4.01142906586209e-09,1.0840392466896944e-06,-4.920741369480073e-07,-1.8427549207353236e-06,3.1781355457699904e-07,8.998256580145171e-07,-9.176041849000381e-08,9.821070274126394e-07,3.5814344623992003e-07,-7.988486451215522e-08,3.021496135691175e-06,-4.665842368069676e-08,2.8255130127390893e-06,3.315865218429569e-06,-9.538835042498484e-07,3.702022860907369e-07,2.584528397532272e-06,4.5761455909770843e-07,1.4606515285657231e-06,5.208289800996962e-06,2.2299264239986677e-08,1.441089068480844e-09,-3.4686049825305675e-08,-1.1061603427353769e-07,-4.680972312498975e-08,2.4209561460522043e-09,-3.536371650474325e-08,-1.621095743615399e-08,-1.22009787072455e-09,-1.289271536719086e-07,-3.778305620857094e-09,2.753305450152856e-06,2.363194257822136e-06,-1.6560228165011207e-06,4.472185080034048e-07,2.473338703596276e-06,3.144053300336155e-07,1.6307880923179066e-06,4.268342248880128e-06,-2.1779431256379537e-08,8.537418120532514e-06,4.027128480274858e-06,-2.646813488003022e-07,2.4614278470524137e-06,1.2561522985729893e-06,-1.561550924389828e-07,9.714518895151833e-06,3.0760107187229845e-07,5.5568065793963e-06,-8.118530639528159e-07,-1.2042581843433569e-06,6.364889346804107e-07,-2.2832390676672036e-06,2.497776294487456e-06,2.862296728815658e-07,1.3725865693230618e-07,3.6801372756630266e-07,-4.720129750866141e-08,4.199093835085068e-07,9.041528863516201e-08,-3.604818734256314e-08,2.2394469199915196e-06,3.3373196236067683e-07,1.3840428956019807e-06,4.149026996999522e-06,-2.594428891304021e-09,1.853522134525472e-07,-4.9533944539530024e-08,1.4042891109263404e-06,4.695521055054801e-08,1.337825291048895e-06,1.0817710705987268e-06,-9.089514051327306e-08,1.224212758161455e-05,2.695660770353182e-07,1.652919940519691e-08,0.000559817884145841
VOX,1.2861645961196355e-08,-7.372524645678683e-09,9.894400185600059e-09,1.736537360033557e-08,-6.637122507593613e-09,5.051034775149453e-09,-4.817996408508802e-09,1.1050635135184472e-08,5.182277670827707e-08,5.459110205584058e-09,-2.4793861887639178e-09,8.286105921773844e-08,3.481784254403773e-08,4.301296240216149e-09,-7.237376321407035e-09,-9.476314512820678e-09,3.804031275237907e-09,-3.6956575523047635e-09,2.3184075387392596e-09,-7.380901513240842e-09,-2.98311984230743e-08,-3.1965820333779363e-09,-5.37883887662796e-09,-4.475019879746636e-08,-2.0789545448352337e-08,4.0196957120417005e-08,3.414779711003646e-09,-5.0957989487480714e-09,2.05415090104982e-08,5.520414524111975e-09,3.028006718778086e-08,4.247800673473153e-08,5.600756992939553e-09,1.3961247152657599e-07,6.570378859637477e-09,4.408660792632843e-08,2.6480950588825516e-08,-8.964309910749526e-09,1.7367581885418676e-09,-9.320944974044838e-09,8.273763756740687e-09,6.917259583358995e-08,6.943129255287263e-09,-4.6536400788493986e-08,1.2932463394116752e-07,4.1729892165329e-08,3.425023175760417e-09,-2.6013696819746525e-09,2.489140112935409e-09,-5.6958139247107465e-09,-2.6741810753551097e-08,-2.8166841401097934e-09,1.3233547120119622e-09,-4.277734542561934e-08,-1.7962029967562892e-08,1.0497155196889928e-08,2.8241408362030497e-09,1.5471965354113304e-08,2.168647787363348e-08,2.8600656598683845e-09,7.136340752620623e-08,3.316957264591397e-09,2.2517213594450473e-08,4.417522939299396e-09,2.027341023322279e-09,-1.8673573659030056e-08,-1.6482583486579832e-09,4.1001706013687706e-08,-4.722942442168582e-08,-8.143739796464769e-09,2.4050882219790058e-08,4.6270868148781915e-08,5.626870183556525e-09,9.245678217582966e-08,3.298033111937193e-08,4.147892091290975e-08,2.0901609703225732e-07,2.21083825538599e-08,1.3496909502122403e-09,3.292865791382038e-07,1.41676098522458e-07,2.3773564641275304e-09,5.032656202903036e-09,3.271191696481132e-08,1.552231264465702e-08,6.151079447931756e-07,-2.6428481630243945e-07,6.842921716766057e-08,6.341499175193467e-07,1.9395655035569722e-07,1.0344193494922158e-07,0.00018799732448461024
XLU,4.11203330157611e-08,-1.5572635309384908e-08,4.82867138147503e-08,6.159216812230599e-08,-1.3335432923697319e-08,1.3322959771571645e-08,-5.623016796397466e-09,5.939920821826521e-09,1.8235617477378592e-07,1.0174273329531993e-07,-8.93891133397635e-08,2.2651476655055615e-07,3.3169510534224146e-07,6.533552357842652e-08,1.9264863184077346e-07,-3.556976931621273e-08,4.219876276838535e-08,8.680965708519646e-08,4.05864760345859e-09,1.4689545291174258e-07,1.5323757434912043e-07,-5.7384526782094764e-08,2.5628268213601364e-07,2.588028130429493e-07,-7.937855702159073e-08,8.052745678980819e-07,2.887356367845537e-08,1.1617412173905276e-07,3.4162294366844986e-07,2.4327157933052094e-10,5.362646571623565e-07,1.0030320330555857e-06,5.256595190645847e-08,6.843985643254683e-07,1.4888671186324255e-06,5.535905935687294e-07,9.477827117384345e-08,-2.7627119057904037e-08,1.033600027386329e-09,-8.819854605773374e-09,-2.182682523494557e-08,2.2734913023417414e-07,1.5627940719740422e-07,-1.7971240785585422e-07,2.6830066030149545e-07,4.873052214292228e-07,2.754238128268483e-08,5.3088427408469495e-08,3.0292768223267867e-09,9.12886321854816e-08,7.979639106214404e-08,-4.477888935966602e-08,1.6800707838397597e-07,1.4190543072279288e-07,-7.867146892878929e-08,1.46269086669525e-07,1.1594608127162274e-09,2.3241226688690024e-07,4.02620493379928e-07,3.828255735878587e-09,3.147803627888202e-07,6.059117614209514e-07,1.7892387842969413e-07,8.315359094982624e-10,4.028493478306727e-09,-1.772133127240764e-08,-1.4524778708237473e-08,1.9442898305220403e-08,-1.979073734687056e-08,-4.385707298829483e-08,3.751002131758157e-07,5.841419914460179e-07,-3.2611589910770164e-08,5.452209108487077e-07,8.973733548592341e-07,1.6393514505856734e-07,1.640083957455336e-06,3.806856745810517e-07,4.3547272302143496e-07,2.2932712971201216e-06,1.6438939582279564e-06,2.577191603752356e-07,-2.9172716580440386e-07,4.511561563607642e-07,8.06036251220746e-07,1.0267008796722174e-06,7.971094548782302e-07,-5.480225183773183e-07,3.245477733662742e-06,2.0952262353787582e-06,2.71157033387523e-06,0.0002586366123665767
GDX,8.604560440776695e-07,-5.12860622825988e-07,9.094654716740862e-07,-1.6397023046087398e-07,1.5891028079224026e-07,1.0170866886349022e-06,-7.252519605287691e-07,1.3668334053805642e-06,-6.939710251289083e-07,8.617146197788735e-07,1.0352787743143586e-06,-1.03753131292623e-06,2.6544448095944606e-06,8.835268311292824e-07,6.761883399987348e-07,1.2799441050426199e-07,2.4452047569016918e-06,-7.125285236185028e-07,1.6348228130195125e-06,-4.917440217019459e-08,7.410629528491813e-07,1.6314349459158965e-06,-3.359737144341385e-07,2.838527907295725e-06,5.276010584248389e-07,3.5297037129301855e-06,-1.0950731049788218e-07,5.522832935576444e-06,8.508841709998931e-07,1.768751787611872e-06,3.058584105621803e-06,-4.317649037861623e-08,5.4331592345921455e-06,1.68685685559008e-06,3.584024295670925e-06,7.2535624529360985e-06,3.283140057996502e-08,1.0273748101828937e-07,-1.993857481387687e-07,2.0118486778349712e-07,-2.203758315130568e-07,1.4939270485694726e-07,-5.187055942248794e-08,-1.825638149124185e-07,3.1398555324902343e-07,-3.9534588806244154e-07,1.1193586971654292e-05,-2.794527818862787e-07,5.151869289406344e-06,3.6172074886454433e-06,1.3110704105112742e-06,9.587706525099876e-06,1.4267172055076566e-06,9.566960283771877e-06,9.763599936165746e-06,1.2217880029225002e-06,-1.0785137131406731e-06,1.4748049890179046e-06,-8.805365538080551e-07,6.239328685519493e-07,1.1720188918362923e-06,-1.6348496942377728e-06,2.749493200306028e-06,3.1139070245392877e-06,4.410229862338039e-07,1.2663451878481262e-06,3.7377259212850568e-06,-2.8763637176919334e-07,5.494787832518635e-06,2.1532123270907616e-06,3.185320472732725e-06,-6.686028802191871e-07,4.210497909766198e-06,2.0169113441122007e-06,1.2930091584296258e-06,7.011474945901299e-06,7.452366459677874e-07,5.20493923519992e-07,-6.756915625328807e-07,2.0948079909311224e-06,-9.453768744922164e-07,8.825704425580913e-06,2.080230306824076e-06,7.202384082654927e-06,1.0489993275987683e-05,1.3823531984309119e-06,-1.6837261718758935e-07,4.220022978754343e-06,9.780938788433946e-06,4.905072844932154e-06,1.5891530275373898e-05,0.0009598614572872921
